Rating,Date,Content
Rating: 5,"Posted on November 29, 2022 by Rachel Kee","It is a good apartment to be in the heart of city, convenient to travel anywhere with the MRT station, and Great World City has everything that you need to live comfortably...."
Rating: 1.5,"Posted on November 29, 2022 by  ","Mouldy/ damp in common places and in most flats to the extent that now management has asked for aircons to used sparingly to avoid causing damp to neighbouring units (huh?),..."
Rating: 5,"Posted on November 28, 2022 by Sanjeev Agrawal",Exclusive and elite place at the heart of city
Rating: 2.7,"Posted on November 28, 2022 by Jeffrey Yoo",Cozy and quiet area for family
Rating: 3.7,"Posted on November 28, 2022 by Red Okra","1) Only 200 units means lap pool and facility density is very low. 
2) vehicle entrance not jam during peak hours means easy driving access as location is away from traffic..."
Rating: 5,"Posted on November 26, 2022 by Amy Kok",Very low density and the condo is well maintained. Can hear birds chirping in the morning. Nearby plenty of eateries and groceries stores. Bus stop just outside the condo....
Rating: 4.7,"Posted on November 26, 2022 by Teo Teo",I am surprised with some of the  very negative reviews posted by some reviewers and I suspect some of these are posted to depress the property prices.  I have been a tenant in a...
Rating: 3.2,"Posted on November 25, 2022 by Pankaj R","I rented a place here for one year. The location is simply unbeatable. Right above Exit G of Farrer Park MRT, bus stop below too, City Square mall across and several other..."
Rating: 0.7,"Posted on November 23, 2022 by Mikie The Hulky",The property is situated in a noisy and hazardous industrial estate. Frequent movement of heavy vehicles makes the area hazardous. Nearest bus stop is 1 KM away and there is no...
Rating: 5,"Posted on November 23, 2022 by Zhang Xinglong","No noise, next to mrt, lots of food"
Rating: 0,"Posted on November 23, 2022 by Helen Chua","Although block 181 is not a point block, I simply love the cleanliness and tranquility of this block and the surrounding. The community park is just a few minutes walk behind..."
Rating: 4.7,"Posted on November 19, 2022 by t a",Very quiet and peaceful environment. Served my needs with a nice size swimming pool. Clean and neatly maintained
Rating: 4.3,"Posted on November 19, 2022 by Elson Lee",Other than the MSCP. The Location is so convenient where there is straight bus to Orchard ! One of the best layout which the master bedroom can fit in 2 king size bed (for...
Rating: 5,"Posted on November 17, 2022 by Black Sun","Outdoors lover so nearby beach and parks is nice. Cycle into Sentosa in 10mins and hit Gardens by the Bay in less than half an hour.
Great facilities and a real length pool."
Rating: 3.5,"Posted on November 17, 2022 by  ",Pros - good construction in units. Stayed here for 5 years and never had a problem or defect inside my unit. No balcony so no wasted space. Location is very convenient next to...
Rating: 1,"Posted on November 17, 2022 by  ",This building is like living on a construction site. There are almost permanent ongoing renovations and the noise carries through the floors. The constant drilling noise...
Rating: 5,"Posted on November 17, 2022 by Kelvin Tan",Quality finishes and fittings provided by tge renowned developer (FCL).  Great panoramic view and location.  Probably one of the better maintained development in District 9.
Rating: 4.5,"Posted on November 16, 2022 by Patrick Wan","Just retired and sold my car so proximity to MRT is important. Can walk to west coast park and local restaurants too along Pasir Panjang Road. 
Easy to reach town and city for..."
Rating: 2.8,"Posted on November 14, 2022 by  ","Location is top notch but developer did a very lousy job with the units. No sunlight, no airflow, damp and mould are constant problems. Lousy materials used for built ins...."
Rating: 3.8,"Posted on November 13, 2022 by Black Sun",Just moved in on lease. Small condo but nice and quiet weekends is the plus point. Pool is  pretty large and gym is complete and nice with 360 overhead view of pasir panjang...
Rating: 3.7,"Posted on November 13, 2022 by Matthew Pak Lam Yan","I love the way the condo feel, extremely serene and peaceful. Really great resort feel. Management is up to standard very well kept (Took be 6 mths of viewing multiple condos to..."
Rating: 0.3,"Posted on November 13, 2022 by  ",Trust all the different reviews. We meant to have legal right to quiet enjoyment in lease but NONE.  Hate living here. Moving out. The management and security are horrible....
Rating: 0.8,"Posted on November 13, 2022 by George Ho",There is a lot of litter in the common areas (especially disgusting food litter around the 7 11 and the bars). Dog urine stains a lot of the pavement. On Sundays domestic...
Rating: 4.5,"Posted on November 13, 2022 by Dean Gereg","Exceptional lifestyle location, close to everything. Huge pool areas and lush green spaces to relax inside the condo grounds - unique for a condo 100 meters from orchard road."
Rating: 5,"Posted on November 11, 2022 by  ","I bought a high floor unit from tower block, unblocked view , can see cbd skyline due to facing landed properties. no wasted space, 2 units per level, really undervalued , near..."
Rating: 2.2,"Posted on November 11, 2022 by  ","Units are very close to each other, so you can hear your neighbour's entire conversation if both your balcony doors are open and if the neighbour is a loud mouth. A LOT of..."
Rating: 5,"Posted on November 10, 2022 by AMY KONG",A quiet and comfortable place to stay in the city.
Rating: 5,"Posted on November 10, 2022 by Matthew Chong","Peaceful and quiet,  next to park connector leading to east coast park within a short walk. Spacious and efficient layout that without bay windows and excessive balcony, living..."
Rating: 4.7,"Posted on November 10, 2022 by Matthew Chong","Peaceful and quiet,  next to park connector leading to east coast park within a short walk. Spacious and efficient layout that without bay windows and excessive balcony, living..."
Rating: 5,"Posted on November  9, 2022 by R & B concept furniture",Good location
Rating: 5,"Posted on November  8, 2022 by John G",Convenient location. Undervalued. Very near MRT.
Rating: 5,"Posted on November  8, 2022 by Raymond Tong","Conveniently located with loads of amenities at great World City and Valley Point. With the new MRT station operational soon, transport links will be fantastic. Management has..."
Rating: 5,"Posted on November  7, 2022 by Miguel Ho",Love the location that is right next to MRT.
Rating: 5,"Posted on November  7, 2022 by  ","The estate connects to multiple train lines at Botanic Gardens, and busses lead to Orchard Road, with few mins away from PIE.  The over 3000sqft is sufficient to provide comfort..."
Rating: 5,"Posted on November  7, 2022 by  ","Great environment and luxury living, good neighbours"
Rating: 0,"Posted on November  6, 2022 by Henry Ng (黄松霖)","Love just how the overall vibes are cosy and serene. Rejuvenated Sky gum and resort lifestyle swimming pool, this development also has a brand new in-house 7-Eleven. Being a..."
Rating: 1.2,"Posted on November  5, 2022 by  ",Stayed there for a couple of years as a tenant. Only 2 units per floor and doors are at opposite ends so quite private. Two Big balconies bright and breezy. Recommended.
Rating: 4.2,"Posted on November  5, 2022 by Dada Singh",I have lived here as a tenant for more than three years. Landlord was great and the condo was really quiet and peaceful. Only downside was that amenities are limited to a...
Rating: 4.7,"Posted on November  5, 2022 by Bernice Tan","Nested within many landed properties, this place is tranquil and peaceful, just a stone’s throw away to a small park and waterway leading to the East Coast park. Great for..."
Rating: 1.5,"Posted on November  5, 2022 by Dee N",Space indoors is fair. But lifts seem like a hazard. No shelter at dropoff so always getting wet when rain. No facilities unless you can refer to some parking which is never...
Rating: 4.7,"Posted on November  4, 2022 by  ","Every unit has a private lift, making going home such a pleasure. With just the right number of units, this condo is not too crowded. Good size for every unit with a sole 1..."
Rating: 4.3,"Posted on November  4, 2022 by Muthu Venkatachalam",Nice
Rating: 0,"Posted on November  4, 2022 by  ","Having moved house 8 times as I'm fastidious, I am happy that I have finally found my permanent abode in Palm Gardens!  We've lived here for the past 11 years, and still loving..."
Rating: 1.7,"Posted on November  3, 2022 by  ","Amazing property at heart of Singapore, but seems like there is always struggle between the house owners and rental units, super rude security, tiny play area (they have big..."
Rating: 0,"Posted on November  3, 2022 by Lai San Wong","Lush greeneries surrounding, away from over crowding. Few stops away from HDB amenities. Good for cyclists"
Rating: 5,"Posted on November  3, 2022 by Nyein Ong",Very well maintained estate. Beautiful and lush greenery and flowers. Mid-sized pool that’s great for children. Very private area with ample parking space.
Rating: 5,"Posted on November  3, 2022 by Pork Chop","As a owner of multiple properties, this is by far one of the best in terms of built quality, amenities.. The finishing touches, look and feel, facilities are very well..."
Rating: 5,"Posted on November  2, 2022 by John G",Fabulous for families. Lots of amenities yet located in a peaceful tranquil location.
