,Name,Rating,Date,Content,score,sentiment
152,JadeScape,5.0,"Posted on December 20, 2022 by Janell Tan",Went down to collect keys yesterday and the place is absolutelyyy beautiful. I particularly appreciate how the developer made extra thought to cater for the families with...,0.7841,Positive
153,Sky Vue,4.7,"Posted on December 19, 2022 by Sheng Wei Pang","Excellent location, 3-mins walk to MRT and Junction 8, tons of amenities and schools nearby, mcst has been doing a good job with activities and maintenance",0.765,Positive
154,Le Crescendo,4.0,"Posted on December 19, 2022 by  ","Have been living here for some time. The best part of living here would be convenience, right behind is a coffee shop & 24 hr sheng Siong which is 3 mins walk. There are also...",0.6369,Positive
155,The Parc Condominium,1.0,"Posted on December 18, 2022 by  ","This is an overpriced condo, the condo facilities often gets closed for maintenance or repair and remain closed for quite sometime. Basement car park area looks run down and...",0.0,Neutral
156,Parc Rosewood,5.0,"Posted on December 16, 2022 by Tim Bradley Ho",Impressed with the facilities in this condo. Nice resort feel when enter the condo. Somewhat like resort ambiance and very peaceful atmosphere. Near to new TEL3 line and most...,0.891,Positive
157,Fourth Avenue Residences,4.8,"Posted on December 16, 2022 by Dickson Low",Having a prestigious address sitting right on top of a MRT station is a rare find.  Plentiful of amenities around this area.,0.2023,Positive
158,D'Elias,4.0,"Posted on December 15, 2022 by  ","Love the spacious units and good value for money, foot path that link to pasir ris park is nice",0.9062,Positive
159,Suites @ Kovan,5.0,"Posted on December 15, 2022 by valerie lee","I lived here before in a 1-bedroom apartment. The apartment is well-located, with a short 3 minutes walk to the Kovan MRT station and eateries right downstairs (and great durian...",0.6249,Positive
160,Harbour View Gardens,3.0,"Posted on December 14, 2022 by Jeffrey Yoo",Easy travel to town and city area within minutes… direct buses to city area and walking distance to two nearby MRT too,0.4404,Positive
161,Astoria Park,5.0,"Posted on December 13, 2022 by Selina Li",Good facility and convenience location,0.4404,Positive
162,North Park Residences,2.5,"Posted on December 13, 2022 by Nicholas Poh",Good location,0.4404,Positive
163,The Lincoln Residences,5.0,"Posted on December 12, 2022 by royce te",very spacious home and conveniently located! good value home at a prestige location,0.68,Positive
164,Gloucester Mansions,5.0,"Posted on December 12, 2022 by royce te",very spacious home and conveniently located! good value home at a prestige location,0.68,Positive
165,Eight Courtyards,4.3,"Posted on December 12, 2022 by  ",Green Environment which cant get it in others condo,0.0,Neutral
166,Eight Courtyards,3.2,"Posted on December 12, 2022 by  ","Can see the improvement right now after Canberra Mall and MRT start operate on 2019, near to MRT, Shopping Mall, nearby HDB coffee shop and opposite is very nice Natural Green...",0.8347,Positive
167,224A Compassvale Walk,5.0,"Posted on December 12, 2022 by byond horizon",Quiet Neighborhood-Near to Schools- Food places,0.0,Neutral
168,The Lincoln Residences,5.0,"Posted on December 10, 2022 by Kelly",Prestige with only one block and units with great layout and spacious . Conveniently located near schools and supermarkets!,0.3595,Positive
169,Westwood Residences EC,3.5,"Posted on December  8, 2022 by Daniel Tan","Standard facilities like 50m swimming pool with jacuzzi, and a kid pool next to it. Nice indoor gym at level 2 overseeing the pool feels great. There is a tennis court which can...",0.8555,Positive
170,Kent Ridge Hill Residences,5.0,"Posted on December  7, 2022 by Darren Tan",When i learnt about this project when it launched it caught my eye as it was a gem hidden within the southern part of Singapore. Low rise condos are not common nowadays where...,-0.1531,Negative
171,The Merlot,3.3,"Posted on December  6, 2022 by Family Guy","Great Location - 10 - 15 mins walk to ACS Junior and SJI, Pek Kio Hawker Center and United Square. Near city centre and CBD via buses and Novena/ Little India MRT.    Noise is...",0.7845,Positive
172,Kerrisdale,5.0,"Posted on December  4, 2022 by Aryan GUPTA MANCHANDA (10U)",It's a marvelous place to live,0.5994,Positive
173,Serenity Park,4.0,"Posted on December  4, 2022 by Dorcas Floral","Easy Access to CTE, TPE, SLE & PIE",0.4404,Positive
174,Okio,5.0,"Posted on December  3, 2022 by  ",Small but clean and beautiful condominium. The place is very well kept. This place is surrounded by many famous eateries. Cheap food and NTUC are also available at the nearby...,0.9184,Positive
175,Studios @ Marne,5.0,"Posted on December  3, 2022 by  ","This place is just next to City Square Mall and Farrer Park MRT, therefore dining, shopping and watching movies is just 2-3 minute walk.  There are also many buses available....",0.0,Neutral
176,Costa Rhu,2.2,"Posted on December  3, 2022 by Aditya Kumar","Easily accessible bus stop - starting point for 11 & 158 route
Indian grocery & restaurant - within the condo
Good fitness activities - Tennis & squash courts, Sizable...",0.6369,Positive
177,H2O Residences,3.7,"Posted on December  3, 2022 by Neish Chan","This condo is so near to LRT station, community club, shopping mall, hawker center and river park. The facilities and landscaping is top notch as well. Security is very...",0.6486,Positive
178,Le Conney Park,4.7,"Posted on December  3, 2022 by t a","Small development that is peaceful and tranquil. Basic facilities ie swim pool, BBQ and small playground that serve my needs as i do not like large development crowded with...",0.316,Positive
179,Sherwood Towers,1.5,"Posted on December  2, 2022 by ET YH","this building is so old, and it shows. there's only a pool that's worth talking about, while the gym is tiny and the function room is just a room. the one and only BBQ pit is...",0.2263,Positive
180,Gloucester Mansions,4.3,"Posted on December  1, 2022 by n0lispe",Convenient location with undercover paths to Bus Stops to town,-0.1531,Negative
181,Queens,4.3,"Posted on December  1, 2022 by Abhay Bhat",Meets everyday needs,0.0,Neutral
182,Gloucester Mansions,4.2,"Posted on December  1, 2022 by Kelly",Spacious home with good layout and convenient location,0.4404,Positive
183,Stirling Residences,2.2,"Posted on November 30, 2022 by  ","The condo could be very nice if not its weird rules towards dogs, that are allowed to pee and defecate at common areas and near the common pool. Owners do not care about...",0.246,Positive
184,Zenith @ Zion,5.0,"Posted on November 29, 2022 by Rachel Kee","It is a good apartment to be in the heart of city, convenient to travel anywhere with the MRT station, and Great World City has everything that you need to live comfortably....",0.9325,Positive
185,Marina One Residences,1.5,"Posted on November 29, 2022 by  ","Mouldy/ damp in common places and in most flats to the extent that now management has asked for aircons to used sparingly to avoid causing damp to neighbouring units (huh?),...",-0.296,Negative
186,Chelsea Gardens,5.0,"Posted on November 28, 2022 by Sanjeev Agrawal",Exclusive and elite place at the heart of city,0.6908,Positive
187,Harbour View Gardens,2.7,"Posted on November 28, 2022 by Jeffrey Yoo",Cozy and quiet area for family,0.0,Neutral
188,Rosewood Suites,3.7,"Posted on November 28, 2022 by Red Okra","1) Only 200 units means lap pool and facility density is very low. 
2) vehicle entrance not jam during peak hours means easy driving access as location is away from traffic...",0.1298,Positive
189,Viz at Holland,5.0,"Posted on November 26, 2022 by Amy Kok",Very low density and the condo is well maintained. Can hear birds chirping in the morning. Nearby plenty of eateries and groceries stores. Bus stop just outside the condo....,-0.0754,Negative
190,Marina One Residences,4.7,"Posted on November 26, 2022 by Teo Teo",I am surprised with some of the  very negative reviews posted by some reviewers and I suspect some of these are posted to depress the property prices.  I have been a tenant in a...,-0.8173,Negative
191,Uptown @ Farrer,3.2,"Posted on November 25, 2022 by Pankaj R","I rented a place here for one year. The location is simply unbeatable. Right above Exit G of Farrer Park MRT, bus stop below too, City Square mall across and several other...",0.0,Neutral
192,Laurel Tree,0.7,"Posted on November 23, 2022 by Mikie The Hulky",The property is situated in a noisy and hazardous industrial estate. Frequent movement of heavy vehicles makes the area hazardous. Nearest bus stop is 1 KM away and there is no...,-0.1779,Negative
193,Central Grove,5.0,"Posted on November 23, 2022 by Zhang Xinglong","No noise, next to mrt, lots of food",-0.296,Negative
194,181 Bishan Street 13,0.0,"Posted on November 23, 2022 by Helen Chua","Although block 181 is not a point block, I simply love the cleanliness and tranquility of this block and the surrounding. The community park is just a few minutes walk behind...",0.5583,Positive
195,Le Conney Park,4.7,"Posted on November 19, 2022 by t a",Very quiet and peaceful environment. Served my needs with a nice size swimming pool. Clean and neatly maintained,0.885,Positive
196,Arc at Tampines,4.3,"Posted on November 19, 2022 by Elson Lee",Other than the MSCP. The Location is so convenient where there is straight bus to Orchard ! One of the best layout which the master bedroom can fit in 2 king size bed (for...,0.8356,Positive
197,Parc Imperial,5.0,"Posted on November 17, 2022 by Black Sun","Outdoors lover so nearby beach and parks is nice. Cycle into Sentosa in 10mins and hit Gardens by the Bay in less than half an hour.
Great facilities and a real length pool.",0.8934,Positive
198,Queens,3.5,"Posted on November 17, 2022 by  ",Pros - good construction in units. Stayed here for 5 years and never had a problem or defect inside my unit. No balcony so no wasted space. Location is very convenient next to...,0.58,Positive
199,Orchard View,1.0,"Posted on November 17, 2022 by  ",This building is like living on a construction site. There are almost permanent ongoing renovations and the noise carries through the floors. The constant drilling noise...,0.3612,Positive
200,Saint Thomas Suites,5.0,"Posted on November 17, 2022 by Kelvin Tan",Quality finishes and fittings provided by tge renowned developer (FCL).  Great panoramic view and location.  Probably one of the better maintained development in District 9.,0.7906,Positive
201,Parc Imperial,4.5,"Posted on November 16, 2022 by Patrick Wan","Just retired and sold my car so proximity to MRT is important. Can walk to west coast park and local restaurants too along Pasir Panjang Road. 
Easy to reach town and city for...",0.5859,Positive
202,Marina One Residences,2.8,"Posted on November 14, 2022 by  ","Location is top notch but developer did a very lousy job with the units. No sunlight, no airflow, damp and mould are constant problems. Lousy materials used for built ins....",-0.9388,Negative
203,Parc Imperial,3.8,"Posted on November 13, 2022 by Black Sun",Just moved in on lease. Small condo but nice and quiet weekends is the plus point. Pool is  pretty large and gym is complete and nice with 360 overhead view of pasir panjang...,0.9136,Positive
