Name,Rating,Date,Content
Eight Courtyards,Rating: 3.2,"Posted on December 12, 2022 by  ","Can see the improvement right now after Canberra Mall and MRT start operate on 2019, near to MRT, Shopping Mall, nearby HDB coffee shop and opposite is very nice Natural Green..."
224A Compassvale Walk,Rating: 5,"Posted on December 12, 2022 by byond horizon",Quiet Neighborhood-Near to Schools- Food places
The Lincoln Residences,Rating: 5,"Posted on December 10, 2022 by Kelly",Prestige with only one block and units with great layout and spacious . Conveniently located near schools and supermarkets!
Westwood Residences EC,Rating: 3.5,"Posted on December  8, 2022 by Daniel Tan","Standard facilities like 50m swimming pool with jacuzzi, and a kid pool next to it. Nice indoor gym at level 2 overseeing the pool feels great. There is a tennis court which can..."
Kent Ridge Hill Residences,Rating: 5,"Posted on December  7, 2022 by Darren Tan",When i learnt about this project when it launched it caught my eye as it was a gem hidden within the southern part of Singapore. Low rise condos are not common nowadays where...
The Merlot,Rating: 3.3,"Posted on December  6, 2022 by Family Guy","Great Location - 10 - 15 mins walk to ACS Junior and SJI, Pek Kio Hawker Center and United Square. Near city centre and CBD via buses and Novena/ Little India MRT.    Noise is..."
Kerrisdale,Rating: 5,"Posted on December  4, 2022 by Aryan GUPTA MANCHANDA (10U)",It's a marvelous place to live
Serenity Park,Rating: 4,"Posted on December  4, 2022 by Dorcas Floral","Easy Access to CTE, TPE, SLE & PIE"
Okio,Rating: 5,"Posted on December  3, 2022 by  ",Small but clean and beautiful condominium. The place is very well kept. This place is surrounded by many famous eateries. Cheap food and NTUC are also available at the nearby...
Studios @ Marne,Rating: 5,"Posted on December  3, 2022 by  ","This place is just next to City Square Mall and Farrer Park MRT, therefore dining, shopping and watching movies is just 2-3 minute walk.  There are also many buses available...."
Costa Rhu,Rating: 2.2,"Posted on December  3, 2022 by Aditya Kumar","Easily accessible bus stop - starting point for 11 & 158 route
Indian grocery & restaurant - within the condo
Good fitness activities - Tennis & squash courts, Sizable..."
H2O Residences,Rating: 3.7,"Posted on December  3, 2022 by Neish Chan","This condo is so near to LRT station, community club, shopping mall, hawker center and river park. The facilities and landscaping is top notch as well. Security is very..."
Le Conney Park,Rating: 4.7,"Posted on December  3, 2022 by t a","Small development that is peaceful and tranquil. Basic facilities ie swim pool, BBQ and small playground that serve my needs as i do not like large development crowded with..."
Sherwood Towers,Rating: 1.5,"Posted on December  2, 2022 by ET YH","this building is so old, and it shows. there's only a pool that's worth talking about, while the gym is tiny and the function room is just a room. the one and only BBQ pit is..."
Gloucester Mansions,Rating: 4.3,"Posted on December  1, 2022 by n0lispe",Convenient location with undercover paths to Bus Stops to town
Queens,Rating: 4.3,"Posted on December  1, 2022 by Abhay Bhat",Meets everyday needs
Gloucester Mansions,Rating: 4.2,"Posted on December  1, 2022 by Kelly",Spacious home with good layout and convenient location
Stirling Residences,Rating: 2.2,"Posted on November 30, 2022 by  ","The condo could be very nice if not its weird rules towards dogs, that are allowed to pee and defecate at common areas and near the common pool. Owners do not care about..."
Zenith @ Zion,Rating: 5,"Posted on November 29, 2022 by Rachel Kee","It is a good apartment to be in the heart of city, convenient to travel anywhere with the MRT station, and Great World City has everything that you need to live comfortably...."
Marina One Residences,Rating: 1.5,"Posted on November 29, 2022 by  ","Mouldy/ damp in common places and in most flats to the extent that now management has asked for aircons to used sparingly to avoid causing damp to neighbouring units (huh?),..."
Chelsea Gardens,Rating: 5,"Posted on November 28, 2022 by Sanjeev Agrawal",Exclusive and elite place at the heart of city
Harbour View Gardens,Rating: 2.7,"Posted on November 28, 2022 by Jeffrey Yoo",Cozy and quiet area for family
Rosewood Suites,Rating: 3.7,"Posted on November 28, 2022 by Red Okra","1) Only 200 units means lap pool and facility density is very low. 
2) vehicle entrance not jam during peak hours means easy driving access as location is away from traffic..."
Viz at Holland,Rating: 5,"Posted on November 26, 2022 by Amy Kok",Very low density and the condo is well maintained. Can hear birds chirping in the morning. Nearby plenty of eateries and groceries stores. Bus stop just outside the condo....
Marina One Residences,Rating: 4.7,"Posted on November 26, 2022 by Teo Teo",I am surprised with some of the  very negative reviews posted by some reviewers and I suspect some of these are posted to depress the property prices.  I have been a tenant in a...
Uptown @ Farrer,Rating: 3.2,"Posted on November 25, 2022 by Pankaj R","I rented a place here for one year. The location is simply unbeatable. Right above Exit G of Farrer Park MRT, bus stop below too, City Square mall across and several other..."
Laurel Tree,Rating: 0.7,"Posted on November 23, 2022 by Mikie The Hulky",The property is situated in a noisy and hazardous industrial estate. Frequent movement of heavy vehicles makes the area hazardous. Nearest bus stop is 1 KM away and there is no...
Central Grove,Rating: 5,"Posted on November 23, 2022 by Zhang Xinglong","No noise, next to mrt, lots of food"
181 Bishan Street 13,Rating: 0,"Posted on November 23, 2022 by Helen Chua","Although block 181 is not a point block, I simply love the cleanliness and tranquility of this block and the surrounding. The community park is just a few minutes walk behind..."
Le Conney Park,Rating: 4.7,"Posted on November 19, 2022 by t a",Very quiet and peaceful environment. Served my needs with a nice size swimming pool. Clean and neatly maintained
Arc at Tampines,Rating: 4.3,"Posted on November 19, 2022 by Elson Lee",Other than the MSCP. The Location is so convenient where there is straight bus to Orchard ! One of the best layout which the master bedroom can fit in 2 king size bed (for...
Parc Imperial,Rating: 5,"Posted on November 17, 2022 by Black Sun","Outdoors lover so nearby beach and parks is nice. Cycle into Sentosa in 10mins and hit Gardens by the Bay in less than half an hour.
Great facilities and a real length pool."
Queens,Rating: 3.5,"Posted on November 17, 2022 by  ",Pros - good construction in units. Stayed here for 5 years and never had a problem or defect inside my unit. No balcony so no wasted space. Location is very convenient next to...
Orchard View,Rating: 1,"Posted on November 17, 2022 by  ",This building is like living on a construction site. There are almost permanent ongoing renovations and the noise carries through the floors. The constant drilling noise...
Saint Thomas Suites,Rating: 5,"Posted on November 17, 2022 by Kelvin Tan",Quality finishes and fittings provided by tge renowned developer (FCL).  Great panoramic view and location.  Probably one of the better maintained development in District 9.
Parc Imperial,Rating: 4.5,"Posted on November 16, 2022 by Patrick Wan","Just retired and sold my car so proximity to MRT is important. Can walk to west coast park and local restaurants too along Pasir Panjang Road. 
Easy to reach town and city for..."
Marina One Residences,Rating: 2.8,"Posted on November 14, 2022 by  ","Location is top notch but developer did a very lousy job with the units. No sunlight, no airflow, damp and mould are constant problems. Lousy materials used for built ins...."
Parc Imperial,Rating: 3.8,"Posted on November 13, 2022 by Black Sun",Just moved in on lease. Small condo but nice and quiet weekends is the plus point. Pool is  pretty large and gym is complete and nice with 360 overhead view of pasir panjang...
Boathouse Residences,Rating: 3.7,"Posted on November 13, 2022 by Matthew Pak Lam Yan","I love the way the condo feel, extremely serene and peaceful. Really great resort feel. Management is up to standard very well kept (Took be 6 mths of viewing multiple condos to..."
City Square Residences,Rating: 0.3,"Posted on November 13, 2022 by  ",Trust all the different reviews. We meant to have legal right to quiet enjoyment in lease but NONE.  Hate living here. Moving out. The management and security are horrible....
Marina One Residences,Rating: 0.8,"Posted on November 13, 2022 by George Ho",There is a lot of litter in the common areas (especially disgusting food litter around the 7 11 and the bars). Dog urine stains a lot of the pavement. On Sundays domestic...
8 @ Mount Sophia,Rating: 4.5,"Posted on November 13, 2022 by Dean Gereg","Exceptional lifestyle location, close to everything. Huge pool areas and lush green spaces to relax inside the condo grounds - unique for a condo 100 meters from orchard road."
Nouvelle Park,Rating: 5,"Posted on November 11, 2022 by  ","I bought a high floor unit from tower block, unblocked view , can see cbd skyline due to facing landed properties. no wasted space, 2 units per level, really undervalued , near..."
The Ambra,Rating: 2.2,"Posted on November 11, 2022 by  ","Units are very close to each other, so you can hear your neighbour's entire conversation if both your balcony doors are open and if the neighbour is a loud mouth. A LOT of..."
Principal Garden,Rating: 5,"Posted on November 10, 2022 by AMY KONG",A quiet and comfortable place to stay in the city.
East Bay Gardens,Rating: 5,"Posted on November 10, 2022 by Matthew Chong","Peaceful and quiet,  next to park connector leading to east coast park within a short walk. Spacious and efficient layout that without bay windows and excessive balcony, living..."
East Bay Gardens,Rating: 4.7,"Posted on November 10, 2022 by Matthew Chong","Peaceful and quiet,  next to park connector leading to east coast park within a short walk. Spacious and efficient layout that without bay windows and excessive balcony, living..."
Skysuites @ Anson,Rating: 5,"Posted on November  9, 2022 by R & B concept furniture",Good location
The Madeira,Rating: 5,"Posted on November  8, 2022 by John G",Convenient location. Undervalued. Very near MRT.
Valley Park,Rating: 5,"Posted on November  8, 2022 by Raymond Tong","Conveniently located with loads of amenities at great World City and Valley Point. With the new MRT station operational soon, transport links will be fantastic. Management has..."
